id,date,project,aspect,site_id,elevation_m_asl,plot_id,plant_id,species,traits,value,problem_flag
DLC0282,12/5/2023,T,west,1,2000,4,1,anthospermum hispidulum,dry_mass_g,7.333333333333333e-4,NA
DLC0282,12/5/2023,T,west,1,2000,4,1,anthospermum hispidulum,leaf_area_cm2,0.088333333,NA
DLC0282,12/5/2023,T,west,1,2000,4,1,anthospermum hispidulum,leaf_thickness_mm,0.2753333333333333,NA
DLC0282,12/5/2023,T,west,1,2000,4,1,anthospermum hispidulum,sla_cm2_g,120.45454545454545,NA
DLC0282,12/5/2023,T,west,1,2000,4,1,anthospermum hispidulum,ldmc,0.2558139534883721,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,veg_height_cm,6,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,rep_height_cm,4,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,wet_mass_g,0.00125,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,dry_mass_g,2.5714285714285715e-4,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,leaf_area_cm2,0.05875,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,leaf_thickness_mm,0.19566666666666666,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,sla_cm2_g,228.4722222222222,NA
ETD1452,12/5/2023,T,west,1,2000,5,3,anthospermum hispidulum,ldmc,0.2057142857142857,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,veg_height_cm,5.5,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,wet_mass_g,0.00229,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,dry_mass_g,5.499999999999999e-4,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,leaf_area_cm2,0.0892,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,leaf_thickness_mm,0.23,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,sla_cm2_g,162.18181818181822,NA
DLP2504,12/5/2023,T,west,1,2000,1,1,anthospermum hispidulum,ldmc,0.24017467248908295,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,veg_height_cm,4.6,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,wet_mass_g,0.00316,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,dry_mass_g,7.8e-4,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,leaf_area_cm2,0.12589999999999998,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,leaf_thickness_mm,0.31333333333333335,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,sla_cm2_g,161.41025641025638,NA
EVJ6623,12/5/2023,T,west,1,2000,3,2,anthospermum hispidulum,ldmc,0.24683544303797464,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,veg_height_cm,5.5,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,wet_mass_g,7.1e-4,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,dry_mass_g,2e-4,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,leaf_area_cm2,0.0431,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,leaf_thickness_mm,0.18633333333333335,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,sla_cm2_g,215.5,NA
EYG0272,12/3/2023,T,west,1,2000,2,1,anthospermum streyi,ldmc,0.28169014084507044,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,veg_height_cm,5,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,wet_mass_g,0.025866666666666666,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,dry_mass_g,0.007966667,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,leaf_area_cm2,0.9146666666666667,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,leaf_thickness_mm,0.33566666666666667,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,sla_cm2_g,114.81171548117155,NA
EVD3891,12/5/2023,T,west,1,2000,4,1,aristea woodii,ldmc,0.3079896907216495,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,veg_height_cm,8.5,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,wet_mass_g,0.05215,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,dry_mass_g,0.01875,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,leaf_area_cm2,1.6495,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,leaf_thickness_mm,0.3733333333333333,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,sla_cm2_g,87.97333333333333,NA
EMK4384,12/5/2023,T,east,1,2000,3,2,aristea woodii,ldmc,0.3595397890699904,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,veg_height_cm,7.3,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,wet_mass_g,0.047,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,dry_mass_g,0.0162,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,leaf_area_cm2,1.568,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,leaf_thickness_mm,0.3466666666666667,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,sla_cm2_g,96.79012345679013,NA
EUP3934,12/5/2023,T,west,1,2000,3,1,aristea woodii,ldmc,0.3446808510638298,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,veg_height_cm,7,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,rep_height_cm,8.5,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,wet_mass_g,0.04035,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,dry_mass_g,0.01245,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,leaf_area_cm2,1.2355,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,leaf_thickness_mm,0.42733333333333334,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,sla_cm2_g,99.23694779116467,NA
ETG6420,12/5/2023,T,east,1,2000,5,1,aristea woodii,ldmc,0.30855018587360594,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,veg_height_cm,7,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,rep_height_cm,19,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,wet_mass_g,0.2215,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,dry_mass_g,0.0493,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,leaf_area_cm2,4.796,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,leaf_thickness_mm,0.554,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,sla_cm2_g,97.28194726,NA
DHI2464,12/6/2023,T,east,2,2200,3,1,aristea woodii,ldmc,0.22257336343115122,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,veg_height_cm,10.4,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,rep_height_cm,8.1,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,wet_mass_g,0.025575,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,dry_mass_g,0.00935,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,leaf_area_cm2,0.46875,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,leaf_thickness_mm,0.46266666666666667,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,sla_cm2_g,50.13368983957219,NA
ETZ9040,12/3/2023,T,west,1,2000,2,2,bulbostylis oritrephes,ldmc,0.3655913978494624,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,veg_height_cm,12.6,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,rep_height_cm,8.4,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,wet_mass_g,0.021666666666666667,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,dry_mass_g,0.0079,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,leaf_area_cm2,0.726,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,leaf_thickness_mm,0.4483333333333333,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,sla_cm2_g,91.89873418,NA
EXY5824,12/3/2023,T,west,1,2000,2,3,bulbostylis oritrephes,ldmc,0.36461538461538456,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,veg_height_cm,9.9,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,rep_height_cm,10.2,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,wet_mass_g,0.018166666666666668,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,dry_mass_g,0.0072,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,leaf_area_cm2,0.42733333333333334,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,leaf_thickness_mm,0.34933333333333333,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,sla_cm2_g,59.35185185185185,NA
EYA1798,12/3/2023,T,west,1,2000,2,1,bulbostylis oritrephes,ldmc,0.3963302752293578,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,veg_height_cm,8.8,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,rep_height_cm,9,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,wet_mass_g,0.01656,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,dry_mass_g,0.00574,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,leaf_area_cm2,0.6136,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,leaf_thickness_mm,0.364,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,sla_cm2_g,106.89895470383276,NA
EAF7860,12/5/2023,T,west,1,2000,5,3,bulbostylis oritrephes,ldmc,0.34661835748792275,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,veg_height_cm,6,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,wet_mass_g,0.0097,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,dry_mass_g,0.0038,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,leaf_area_cm2,0.333,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,leaf_thickness_mm,0.331,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,sla_cm2_g,87.63157894736842,NA
EVE1053,12/5/2023,T,west,1,2000,4,2,bulbostylis oritrephes,ldmc,0.3917525773195876,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,veg_height_cm,17,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,rep_height_cm,3,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,wet_mass_g,0.030622222222222224,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,dry_mass_g,0.012555555555555556,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,leaf_area_cm2,0.9063333333333333,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,leaf_thickness_mm,0.42,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,sla_cm2_g,72.18584071,NA
EAY7756,12/5/2023,T,east,1,2000,2,3,bulbostylis oritrephes,ldmc,0.41001451378809867,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,veg_height_cm,13.5,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,rep_height_cm,14.1,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,wet_mass_g,0.0019,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,dry_mass_g,0.001,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,leaf_area_cm2,0.14,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,leaf_thickness_mm,0.2506666666666667,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,sla_cm2_g,140,NA
EZN2533,12/5/2023,T,west,1,2000,3,2,bulbostylis oritrephes,ldmc,0.5263157894736842,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,veg_height_cm,10.9,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,rep_height_cm,11.5,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,wet_mass_g,0.0025,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,dry_mass_g,5e-4,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,leaf_area_cm2,0.091,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,leaf_thickness_mm,0.28400000000000003,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,sla_cm2_g,182,NA
FAF7292,12/5/2023,T,west,1,2000,3,1,bulbostylis oritrephes,ldmc,0.2,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,veg_height_cm,14,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,rep_height_cm,13.5,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,wet_mass_g,0.017914285714285716,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,dry_mass_g,0.007157143,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,leaf_area_cm2,0.46914285714285714,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,leaf_thickness_mm,0.36666666666666664,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,sla_cm2_g,65.54890219560879,NA
FAT7789,12/5/2023,T,west,1,2000,1,1,bulbostylis oritrephes,ldmc,0.3995215311004784,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,veg_height_cm,13,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,rep_height_cm,13.5,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,wet_mass_g,0.019442857142857144,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,dry_mass_g,0.007514286,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,leaf_area_cm2,0.6605714285714285,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,leaf_thickness_mm,0.41133333333333333,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,sla_cm2_g,87.90874524714827,NA
DLR6525,12/5/2023,T,west,1,2000,4,3,bulbostylis oritrephes,ldmc,0.38648052902277735,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,veg_height_cm,10.6,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,rep_height_cm,11,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,wet_mass_g,0.015540000000000002,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,dry_mass_g,0.0059,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,leaf_area_cm2,0.3516,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,leaf_thickness_mm,0.436,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,sla_cm2_g,59.59322033898306,NA
EVG0603,12/5/2023,T,west,1,2000,4,1,bulbostylis oritrephes,ldmc,0.3796653796653796,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,veg_height_cm,11.8,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,rep_height_cm,12,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,wet_mass_g,0.024342857142857142,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,dry_mass_g,0.009157143,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,leaf_area_cm2,0.4278571428571429,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,leaf_thickness_mm,0.45666666666666667,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,sla_cm2_g,46.72386895475819,NA
ELW2931,12/5/2023,T,west,1,2000,5,2,bulbostylis oritrephes,ldmc,0.37617370892018787,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,veg_height_cm,16.5,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,rep_height_cm,17,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,wet_mass_g,0.01485,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,dry_mass_g,0.006,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,leaf_area_cm2,0.46375,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,leaf_thickness_mm,0.362,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,sla_cm2_g,77.29166666666667,NA
EAU5214,12/5/2023,T,east,1,2000,3,1,bulbostylis oritrephes,ldmc,0.40404040404040403,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,veg_height_cm,12,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,rep_height_cm,12,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,wet_mass_g,0.02685,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,dry_mass_g,0.00975,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,leaf_area_cm2,0.5303333333333333,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,leaf_thickness_mm,0.4523333333333333,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,sla_cm2_g,54.39316239316239,NA
EJO5262,12/5/2023,T,east,1,2000,4,3,bulbostylis oritrephes,ldmc,0.36312849162011174,NA
